accession,genus,species,date,elevation,collector,latitude,longitude,,
V90772,Leymus,mollis,1958 Jun,,L. Orloci,49.3,-123.3,Verbatim from Collector/Sheet,anthers
V121114,Glyceria,elata,1943 Jun 03,,Vernon C. Brink,49.3,-123.1,BC_GeographicalName Table,no anthers
V177807,Holcus,lanatus,1975 Jul,,R. Forbes,49.3,-123.1,BC_GeographicalName Table,anthers
V165132,Dactylis,glomerata,1979 May 02,,Roy Turkington,49.3,-124.2,Verbatim from Collector/Sheet,no anthers
V165133,Holcus,lanatus,1979 May 02,,Roy Turkington,49.3,-124.2,Verbatim from Collector/Sheet,no anthers
V165134,Festuca,brachyphylla,1979 May 02,,Roy Turkington,49.3,-124.2,Verbatim from Collector/Sheet,no anthers
V165130,Lolium,perenne,1979 May 02,,Roy Turkington,49.3,-124.2,Verbatim from Collector/Sheet,no anthers
V18931,Echinochloa,crus-galli,1948 Aug 09,70 m,Charles B.W. Rogers,49.3,-123.2,Verbatim from Collector/Sheet,anthers
V120168,Glyceria,grandis,,,Vernon C. Brink,49.3,-123.1,BC_GeographicalName Table,no anthers
V78527,Deschampsia,caespitosa,1958 Sep 17,,Vernon C. Brink,49.3,-122.7,Verbatim from Collector/Sheet,no anthers
V58250,Deschampsia,caespitosa,1950 Sep 08,,Vernon C. Brink,49.3,-117.7,Verbatim from Collector/Sheet,anthers
V40428,Festuca,rubra,1950 Jun 18,4464,Vladimir J. Krajina,49.3,-124.2,Verbatim from Collector/Sheet,anthers
V40429,Festuca,rubra,1950 May 29,1 m,Vladimir J. Krajina,49.3,-124.3,Verbatim from Collector/Sheet,no anthers
V40438,Cinna,latifolia,1950 Aug 08,185 m,Vladimir J. Krajina,49.3,-124.7,Verbatim from Collector/Sheet,anthers
V40439,Cinna,latifolia,1950 Aug 08,185 m,Vladimir J. Krajina,49.3,-124.7,Verbatim from Collector/Sheet,anthers
V40481,Festuca,occidentalis,1950 Jun 18,220 m,Vladimir J. Krajina,49.3,-124.2,Verbatim from Collector/Sheet,anthers
V40356,Deschampsia,elongata,1950 Jun 25,10 m,Vladimir J. Krajina,49.3,-124.3,Verbatim from Collector/Sheet,no anthers
V40353,Dactylis,glomerata,1950 May 29,1 m,Vladimir J. Krajina,49.3,-124.3,Verbatim from Collector/Sheet,anthers
V40484,Festuca,occidentalis,1950 May 30,42 m,Vladimir J. Krajina,49.3,-124.3,Verbatim from Collector/Sheet,no anthers
V40483,Festuca,occidentalis,1950 May 30,30 m,Vladimir J. Krajina,49.3,-124.3,Verbatim from Collector/Sheet,no anthers
V79530,Leymus,mollis,1959 Apr 16,,L. Holm,49.3,-123.1,BC_GeographicalName Table,no anthers
V173819,Poa,alpina,1981 Aug 09,"2,0-2,0 m",Wilfred B. Schofield,49.3,-121.7,Verbatim from Collector/Sheet,no anthers
V38833,Leymus,mollis,1950 May 29,1 m,Vladimir J. Krajina,49.3,-124.3,Verbatim from Collector/Sheet,no anthers
V19071,Leymus,mollis,1948 Jul 15,0 m,Charles B.W. Rogers,49.3,-123.2,Verbatim from Collector/Sheet,no anthers
V242447,Elymus,glaucus,1916? Jul,,J.K. Henry,49.3,-124.6,Google Earth,anthers
V42716,Elymus,glaucus,1954 Jul 13,,John W. Eastham,49.3,-123.2,Verbatim from Collector/Sheet,no anthers
V19692,Hordeum,brachyantherum,1937 Jun 18,,John W. Eastham,49.3,-123.2,Verbatim from Collector/Sheet,anthers
V19693,Hordeum,brachyantherum,1937 Jun 20,,John W. Eastham,49.3,-123.1,BC_GeographicalName Table,anthers
V19077,Leymus,mollis,1944 May 28,,John W. Eastham,49.3,-123.2,Verbatim from Collector/Sheet,anthers
V45245,Leymus,mollis,1944 May 28,,John W. Eastham,49.3,-123.1,BC_GeographicalName Table,anthers
V38834,Leymus,mollis,1950 Jun 25,,Vladimir J. Krajina,49.3,-124.3,Verbatim from Collector/Sheet,anthers
V57552,Hordeum,brachyantherum,1949 Aug 08,,Katherine I. Beamish,49.3,-123.3,Verbatim from Collector/Sheet,no anthers
V184282,Agrostis,capillaris,1975 Jun 30,,Art Guppy,49.3,-123.1,BC_GeographicalName Table,anthers
V221905,Briza,maxima,2002 Jun 17,1468 ft,Bruce A. Bennett,49.3,-117.66,Verbatim from Collector/Sheet,no anthers
V88596,Phleum,pratense,1949 Aug 10,90 m,Vladimir J. Krajina,49.3,-123.3,Verbatim from Collector/Sheet,anthers
V88593,Phleum,pratense,1949 Aug 10,70 m,Vladimir J. Krajina,49.3,-123.24,Verbatim from Collector/Sheet,anthers
V88597,Phleum,pratense,1949 Aug 10,90 m,Vladimir J. Krajina,49.3,-123.3,Verbatim from Collector/Sheet,anthers
V89659,Phleum,pratense,1949 Aug 26,100 m,Vladimir J. Krajina,49.3,-123.1,BC_GeographicalName Table,anthers
V152480,Phleum,pratense,1971 Oct 24,,Doug Morrison,49.3,-123.1,BC_GeographicalName Table,anthers
V126552,Calamagrostis,canadensis,1967 Summer,,Virginia Thompson,49.3,-121.3,Verbatim from Collector/Sheet,anthers
V142560,Calamagrostis,canadensis,1970 Aug-Sep,,R. Revel,49.3,-121.3,Verbatim from Collector/Sheet,no anthers
V225586,Bromus,carinatus,1965 Sep 27,,I. Bayly,49.3,-123.2,Google Earth,no anthers
V198382,Poa,alpina,1986 Aug 06,,Gerald B. Straley,49.3,-119.9,Verbatim from Collector/Sheet,anthers
V226838,Anthoxanthum,odoratum,2006 May 12,110 m,Jeffery M. Saarela,49.3,-123.2,Verbatim from Collector/Sheet,anthers
V226889,Poa,annua,2006 May 12,110 m,Jeffery M. Saarela,49.3,-123.2,Verbatim from Collector/Sheet,no anthers
V226961,Dactylis,glomerata,2006 May 12,110 m,Jeffery M. Saarela,49.3,-123.2,Verbatim from Collector/Sheet,no anthers
V226962,Festuca,rubra,2006 May 12,110 m,Jeffery M. Saarela,49.3,-123.2,Verbatim from Collector/Sheet,no anthers
V228241,Agrostis,exarata,2006 Jun 21,513 m,Jeffery M. Saarela,49.3,-119.6271,Verbatim from Collector/Sheet,no anthers
V228293,Glyceria,elata,2006 Jul 05,17 m,Jeffery M. Saarela,49.3,-123,Verbatim from Collector/Sheet,no anthers
V228292,Agrostis,capillaris,2006 Jul 05,17 m,Jeffery M. Saarela,49.3,-123,Verbatim from Collector/Sheet,anthers
V18153,Bromus,inermis,1945 Jul 08,,John W. Eastham,49.3,-123.1,BC_GeographicalName Table,no anthers
V19773,Lolium,perenne,1918 Jun 28,,John Davidson,49.3,-123.15,Ministry of Natural Resource Operations - BC Geographical Names,anthers
V235494,Bromus,hordeaceus,1982 Jun 11,,Adolf Ceska,49.3,-117.63,Verbatim from Collector/Sheet,anthers
V19980,Panicum,miliaceum,1918 Sep 28,,John Davidson,49.3,-123.15,Ministry of Natural Resource Operations - BC Geographical Names,anthers
V150292,Lolium,perenne,1903 Jun 08,,James Fowler,49.3,-123.1,Ministry of Natural Resource Operations - BC Geographical Names,no anthers
V19787,Lolium,multiflorum,1913,,Mrs. Morris,49.3,-123.1,Ministry of Natural Resource Operations - BC Geographical Names,anthers
V237657,Festuca,occidentalis,2007 Jun 08,313 m,Jeffery M. Saarela,49.3,-124.6,Verbatim from Collector/Sheet,anthers
V121321,Elymus,elymoides,1953 Aug 04,,Vernon C. Brink,49.3,-122.9,Ministry of Natural Resource Operations - BC Geographical Names,no anthers
V243728,Bromus,japonicus,2013 Jul 09,,Ian D. Macdonald,49.3,-115.1,Verbatim from Collector/Sheet,anthers
V17812,Aira,praecox,1943 Sep 12,,A. H. Brinkman,49.3,-123.09,BC_GeographicalName Table,no anthers
V247272,Dactylis,glomerata,1942 Aug 31,,J.W. Eastham,49.3,-123.15,BC_GeographicalName Table,no anthers
V19400,Festuca,rubra,1942 May 30,,J. W. Eastham,49.3,-123.1,BC_GeographicalName Table,no anthers
V233267,Bromus,commutatus,2005 Jun 01,550 m,Frank Lomer,49.3046,-119.6306,Verbatim from Collector/Sheet,anthers
V239250,Bromus,carinatus,2012 Jun 04,6 m,Frank Lomer,49.308,-123.048,Verbatim from Collector/Sheet,anthers
V240518,Agrostis,castellana,2012 Sep 14,65 m,Frank Lomer,49.308,-124.33,Verbatim from Collector/Sheet,anthers
V217503,Poa,compressa,1988 Jul 23,,Adolf Ceska,49.31,-121.41,Verbatim from Collector/Sheet,anthers
V217490,Agrostis,stolonifera,1988 Jul 23,,Adolf Ceska,49.31,-121.41,Verbatim from Collector/Sheet,anthers
V217494,Elymus,glaucus,1988 Jul 23,,Adolf Ceska,49.31,-121.41,Verbatim from Collector/Sheet,anthers
V217500,Glyceria,striata,1988 Jul 23,,Adolf Ceska,49.31,-121.41,Verbatim from Collector/Sheet,no anthers
V218054,Hordeum,jubatum,1990 Sep 09,500-550 m,Leon E. Pavlick,49.31,-119.63,Verbatim from Collector/Sheet,anthers
V170455,Koeleria,macrantha,1979 May 25,,Trevor Goward,49.31,-119.63,BC_GeographicalName Table,anthers
V235142,Elymus,trachycaulus,2001 Jul 10,20 m,Frank Lomer,49.31,-121.64,Verbatim from Collector/Sheet,anthers
V19235,Festuca,occidentalis,1939 Jun 30,,J. W. Eastham,49.31,-124.56,BC_GeographicalName Table,anthers
V18156,Bromus,inermis,1937 Jul 03,,John W. Eastham,49.32,-117.67,BC_GeographicalName Table,anthers
V18155,Bromus,inermis,1937 Jul 03,,John W. Eastham,49.32,-117.67,BC_GeographicalName Table,anthers
V80326,Aira,praecox,1955 May,,Vernon C. Brink,49.32,-124.31,BC_GeographicalName Table,no anthers
V81614,Agrostis,stolonifera,1955 May,,Vernon C. Brink,49.32,-124.31,BC_GeographicalName Table,anthers
V96285,Beckmannia,syzigachne,1950 Aug 18,,Vladimir J. Krajina,49.32,-120.52,Verbatim from Collector/Sheet,anthers
V19036,Leymus,innovatus,1947 Jul 14,914 m,John W. Eastham,49.32,-117.65,BC_GeographicalName Table,anthers
V228384,Oryzopsis,asperifolia,2006 May 23,874 m,Jeffery M. Saarela,49.32,-115.1733,Verbatim from Collector/Sheet,anthers
V228383,Festuca,occidentalis,2006 May 23,874 m,Jeffery M. Saarela,49.32,-115.1733,Verbatim from Collector/Sheet,no anthers
V232854,Agrostis,stolonifera,2006 Jun 16,4 m,Frank Lomer,49.32,-124.26,Verbatim from Collector/Sheet,anthers
V242058,Arrhenatherum,elatius,2014 Jul 29,20 m,Frank Lomer,49.32,-123.03,Verbatim from Collector/Sheet,anthers
V227423,Agrostis,scabra,2008 Sep 16,28 m,Frank Lomer,49.328,-121.64,Verbatim from Collector/Sheet,no anthers
V200128,Apera,interrupta,1989 Jun 15,,Frank Lomer,49.33,-123.16,BC_GeographicalName Table,anthers
V17928,Anthoxanthum,odoratum,1918 Jun 19,,John Davidson,49.33,-123.16,BC_GeographicalName Table,anthers
V17604,Agrostis,exarata,1936 Aug 18,,John W. Eastham,49.33,-123.16,BC_GeographicalName Table,anthers
V198400,Agrostis,exarata,1926 Jul 04,,W. Ashlee,49.33,-123.15,BC_GeographicalName Table,anthers
V17606,Agrostis,exarata,1926 Jul 04,,T.R. Ashlee,49.33,-123.15,BC_GeographicalName Table,anthers
V203782,Agrostis,exarata,1991 Jul 12,,Frank Lomer,49.33,-123.16,BC_GeographicalName Table,anthers
V37761,Elymus,glaucus,1952 Jul 07,,Thomas M.C. Taylor,49.33,-124.92,Verbatim from Collector/Sheet,anthers
V157700,Agrostis,scabra,1970 Aug 20,1029 m,Vladimir J. Krajina,49.33,-117.69,BC_GeographicalName Table,no anthers
V112110,Aira,caryophyllea,1965 May 28,0 m,Vancouver Natural History Society,49.33,-123.16,BC_GeographicalName Table,anthers
V112043,Anthoxanthum,odoratum,1965 May 13,,Vancouver Natural History Society,49.33,-123.16,BC_GeographicalName Table,anthers
V17872,Alopecurus,geniculatus,1939 Aug 18,,John W. Eastham,49.33,-123.15,BC_GeographicalName Table,anthers
V17887,Alopecurus,geniculatus,1938 Jul 09,,John W. Eastham,49.33,-123.15,BC_GeographicalName Table,anthers
V19234,Festuca,occidentalis,1939 Jul 01,,John W. Eastham,49.33,-124.92,Verbatim from Collector/Sheet,anthers
V18840,Deschampsia,elongata,1943 Jul 01,,John W. Eastham,49.33,-123.16,BC_GeographicalName Table,no anthers
V18587,Cinna,latifolia,1943 Jul,,John W. Eastham,49.33,-123.16,BC_GeographicalName Table,anthers
V19230,Festuca,occidentalis,1943 Jun 20,,John W. Eastham,49.33,-123.16,BC_GeographicalName Table,anthers
V178531,Oryzopsis,asperifolia,1976 Jul 13,,Mary E. Barkworth,49.33,-117.69,BC_GeographicalName Table,anthers
V19575,Glyceria,striata,1926 Jul 04,,T.R. Ashlee,49.33,-123.15,BC_GeographicalName Table,anthers
V19375,Festuca,rubra,1938 May 27,,John W. Eastham,49.33,-123.16,BC_GeographicalName Table,no anthers
V238498,Festuca,rubra,2010 Jul 24,8 m,Frank Lomer,49.33,-123.13,Verbatim from Collector/Sheet,anthers
V19376,Festuca,rubra,1938 May 27,,J. W. Eastham,49.33,-123.16,BC_GeographicalName Table,no anthers
V228380,Festuca,saximontana,2006 May 23,959 m,Jeffery M. Saarela,49.34,-115.014,Verbatim from Collector/Sheet,no anthers
V240309,Avena,fatua,2012 Jun 04,48 m,Frank Lomer,49.34,-123.22,Verbatim from Collector/Sheet,anthers
V237499,Bromus,carinatus,2007 Jun 08,178 m,Jeffery M. Saarela,49.342,-124.674,Verbatim from Collector/Sheet,no anthers
V17580,Agrostis,exarata,1943 Jul 17,,John W. Eastham,49.35,-123.13,BC_GeographicalName Table,anthers
V220656,Festuca,idahoense,1989 Jun 27,1100 m,Leon E. Pavlick,49.35,-120.03,Verbatim from Collector/Sheet,anthers
V236879,Deschampsia,caespitosa,2006 Sep 21,-3 m,Jeffery M. Saarela,49.35,-122.618,Verbatim from Collector/Sheet,anthers
V236836,Anthoxanthum,odoratum,2006 May 27,274 m,Jeffery M. Saarela,49.358,-123.2787,Verbatim from Collector/Sheet,anthers
V228350,Festuca,rubra,2006 May 27,617 m,Jeffery M. Saarela,49.36,-123.2105,Verbatim from Collector/Sheet,no anthers
V228351,Festuca,rubra,2006 May 27,617 m,Jeffery M. Saarela,49.36,-123.2105,Verbatim from Collector/Sheet,no anthers
V232891,Festuca,rubra,2006 Jul 14,55 m,Frank Lomer,49.36,-121.57,Verbatim from Collector/Sheet,anthers
V236840,Elymus,glaucus,2006 May 27,274 m,Jeffery M. Saarela,49.36,-123.2787,Verbatim from Collector/Sheet,no anthers
V243346,Poa,compressa,2011 Jun 06,1209 m,Terry McIntosh,49.36,-120.08,BC_GeographicalName Table,no anthers
V243347,Bromus,carinatus,2011 Jun 06,1209 m,Terry McIntosh,49.36,-120.08,BC_GeographicalName Table,no anthers
V236838,Dactylis,glomerata,2006 May 25,,Jeffery M. Saarela,49.361,-121.3426,Verbatim from Collector/Sheet,no anthers
V236839,Festuca,rubra,2006 May 27,,Jeffery M. Saarela,49.361,-121.3426,Verbatim from Collector/Sheet,no anthers
V67164,Elymus,glaucus,1957 Aug 17,5000 ft,Marc Bell,49.3666667,-114.6666667,,no anthers
V245255,Glyceria,grandis,2004 Jul,,Jamie D. Fenneman,49.367801,-119.81305500000001,Verbatim from Collector/Sheet,anthers
V176155,Agrostis,scabra,1974 Jul 02,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,anthers
V176146,Agrostis,scabra,1974 Jul 08,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,anthers
V176180,Agrostis,scabra,1974 Sep 26,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V58700,Anthoxanthum,odoratum,1951 Jun 03,,M.E. Barr,49.37,-122.95,BC_GeographicalName Table,anthers
V104390,Bromus,inermis,1963 Aug,,H.H. Ross,49.37,-122.95,BC_GeographicalName Table,anthers
V198404,Agrostis,gigantea,1967 Sep 23,,V. Bednar,49.37,-122.95,BC_GeographicalName Table,no anthers
V198397,Agrostis,stolonifera,1967 Sep 23,,V. Bednar,49.37,-122.95,BC_GeographicalName Table,anthers
V176159,Festuca,occidentalis,1974 Jul 02,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V176165,Deschampsia,elongata,1974 Jul 04,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,anthers
V176126,Deschampsia,elongata,1974 Jul 05,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,anthers
V176172,Festuca,occidentalis,1974 Jul 05,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,anthers
V176173,Elymus,glaucus,1974 Jul 05,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V176154,Elymus,glaucus,1974 Jul 08,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,anthers
V176109,Festuca,occidentalis,1974 Jun 11,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V176075,Festuca,occidentalis,1974 Jun 18,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V176087,Festuca,occidentalis,1974 Jun,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V176091,Festuca,occidentalis,1974 Jun,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V176096,Festuca,occidentalis,1974 Jun,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V176079,Festuca,occidentalis,1974 Jun 20,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V176073,Festuca,occidentalis,1974 Jun 21,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V176141,Festuca,occidentalis,1974 Jun 25,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V176117,Festuca,occidentalis,1974 Jun 06,,Charles E. Beil,49.37,-123.37,BC_GeographicalName Table,no anthers
V86256,Festuca,occidentalis,1960 Jul 04,274 m,Katherine I. Beamish,49.37,-122.95,BC_GeographicalName Table,anthers
V220655,Festuca,idahoensis,1989 Jun 27,1760 m,Leon E. Pavlick,49.37,-120.03,Verbatim from Collector/Sheet,no anthers
V228352,Bromus,hordeaceus,2006 May 27,122 m,Jeffery M. Saarela,49.37,-123.2755,Verbatim from Collector/Sheet,anthers
V228355,Bromus,diandrus,2006 May 27,65 m,Jeffery M. Saarela,49.377,-123.2902,Verbatim from Collector/Sheet,anthers
V228354,Elymus,glaucus,2006 May 27,65 m,Jeffery M. Saarela,49.377,-123.2902,Verbatim from Collector/Sheet,no anthers
V228457,Aristida,purpurea,2006 Jun 19,727 m,Jeffery M. Saarela,49.3775,-122.1385,Verbatim from Collector/Sheet,anthers
V17250,Elymus,lanceolatus,1947 Jun 28,,John W. Eastham,49.38,-115.3,Ministry of Natural Resource Operations - BC Geographical Names,anthers
V142585,Agrostis,scabra,1970 Aug-Sep,,Richard Revel,49.38,-121.44,BC_GeographicalName Table,no anthers
V142577,Agrostis,exarata,1970 Aug-Sep,,Richard Revel,49.38,-121.44,BC_GeographicalName Table,anthers
V142623,Agrostis,scabra,1970 Jul 28,,Richard Revel,49.38,-121.44,BC_GeographicalName Table,anthers
V17672,Agrostis,scabra,1942 Jun 23,,G.A. Hardy,49.38,-121.44,BC_GeographicalName Table,anthers
V120244,Aira,caryophyllea,1943 Jun 07,,Vernon C. Brink,49.38,-121.44,BC_GeographicalName Table,anthers
V126545,Alopecurus,aequalis,1967 summer,,V. Thompson,49.38,-121.44,BC_GeographicalName Table,anthers
V126527,Agrostis,scabra,1967 summer,,V. Thompson,49.38,-121.44,BC_GeographicalName Table,no anthers
V17744,Agrostis,capillaris,1938 Jun 27,,John W. Eastham,49.38,-121.44,BC_GeographicalName Table,anthers
V142515,Agrostis,gigantea,1970 Aug-Sep,,Richard Revel,49.38,-121.44,BC_GeographicalName Table,anthers
V52743,Agrostis,capillaris,1951 Oct 08,,Thomas C. Brayshaw,49.38,-121.44,BC_GeographicalName Table,no anthers
V126553,Agrostis,exarata,1967 summer,,V. Thompson,49.38,-121.44,BC_GeographicalName Table,no anthers
V126546,Agrostis,gigantea,1967 summer,,V. Thompson,49.38,-121.44,BC_GeographicalName Table,no anthers
V18850,Deschampsia,elongata,1938 Jun 27,,John W. Eastham,49.38,-121.44,BC_GeographicalName Table,no anthers
V142585,Cinna,latifolia,1970 Jul 28,,Richard Revel,49.38,-121.44,BC_GeographicalName Table,anthers
V178502,Deschampsia,elongata,1982 Jun 29,,S.G. Aiken,49.38,-121.44,BC_GeographicalName Table,anthers
V52758,Cinna,latifolia,1950 Sep 11,,Thomas C. Brayshaw,49.38,-121.44,BC_GeographicalName Table,anthers
V52774,Echinochloa,crus-galli,1950 Sep 11,,Thomas C. Brayshaw,49.38,-121.44,BC_GeographicalName Table,anthers
V52772,Dactylis,glomerata,1950 Sep 12,,Thomas C. Brayshaw,49.38,-121.35,BC_GeographicalName Table,anthers
V120134,Cinna,latifolia,1941 Sep 02,152 m,Vernon C. Brink,49.38,-121.44,BC_GeographicalName Table,anthers
V58292,Glyceria,borealis,1950 Sep 15,,Vernon C. Brink,49.38,-115.3,BC_GeographicalName Table,anthers
V126526,Deschampsia,elongata,1967 summer,,V. Thompson,49.38,-121.44,BC_GeographicalName Table,no anthers
V126544,Deschampsia,elongata,1967 summer,,V. Thompson,49.38,-121.44,BC_GeographicalName Table,anthers
V145039,Leymus,innovatus,1973 Jul 04,762 m,Katherine I. Beamish,49.38,-121.44,BC_GeographicalName Table,anthers
V19343,Festuca,occidentalis,1938 Jun 27,,John W. Eastham,49.38,-121.44,BC_GeographicalName Table,anthers
V142612,Festuca,occidentalis,1970 Jul 28,,Richard Revel,49.38,-121.44,BC_GeographicalName Table,no anthers
V120172,Festuca,saximontana,1941 Sep 02,6000 ft,Vernon C. Brink,49.38,-121.44,BC_GeographicalName Table,no anthers
V142535,Phleum,pratense,1970 Jul 28,,R. Revel,49.38,-121.44,BC_GeographicalName Table,anthers
V142575,Deschampsia,elongata,1970 Aug-Sep,,Richard Revel,49.38,-121.44,BC_GeographicalName Table,anthers
V142544,Deschampsia,elongata,1970 Aug-Sep,,Richard Revel,49.38,-121.44,BC_GeographicalName Table,no anthers
V227270,Bromus,commutatus,2008 Jun 06,160 m,Frank Lomer,49.38,-121.5,Verbatim from Collector/Sheet,anthers
V232906,Elymus,glaucus,2006 Jul 15,220 m,Frank Lomer,49.38,-121.5,Verbatim from Collector/Sheet,anthers
V233623,Echinochloa,crus-galli,2007 Aug 22,80 m,Frank Lomer,49.38,-121.4,Verbatim from Collector/Sheet,anthers
V234506,Festuca,brachyphylla,1999 Aug 15,2140 m,Frank Lomer,49.38,-119.92,Verbatim from Collector/Sheet,anthers
V18860,Deschampsia,elongata,1912 Jul 12,,John Davidson,49.3833333,-123.2166667,,anthers
V20117,Phleum,alpinum,1906 Jul 18,,Eli Wilson,49.3833333,-120.05,,no anthers
V228273,Koeleria,macrantha,2006 Jun 19,837 m,Jeffery M. Saarela,49.388,-120.5629,Verbatim from Collector/Sheet,anthers
V228272,Festuca,idahoensis,2006 Jun 19,837 m,Jeffery M. Saarela,49.388,-120.5629,Verbatim from Collector/Sheet,anthers
V228261,Hordeum,jubatum,2006 Jun 19,837 m,Jeffery M. Saarela,49.388,-120.5629,Verbatim from Collector/Sheet,anthers
V120201,Agrostis,exarata,1941 Sep 02,,Vernon C. Brink,49.39,-123.08,BC_GeographicalName Table,no anthers
V232940,Festuca,rubra,2003 Jul 01,1370 m,Frank Lomer,49.39,-122.94,Verbatim from Collector/Sheet,anthers
V225345,Festuca,rubra,2005 Jul 29,896 m,P.M. Peterson,49.394,-123.196,Verbatim from Collector/Sheet,anthers
V225551,Agrostis,exarata,2005 Jul 29,896 m,P.M. Peterson,49.394,-123.196,Verbatim from Collector/Sheet,anthers
V225553,Agrostis,capillaris,2005 Jul 29,896 m,P.M. Peterson,49.394,-123.196,Verbatim from Collector/Sheet,anthers
